# gmm-est --mix-up=2720 --power=0.25 --write-occs=exp/tri1/4.occs exp/tri1/3.mdl "gmm-sum-accs - exp/tri1/3.*.acc |" exp/tri1/4.mdl 
# Started at Thu Oct 29 18:11:17 UTC 2020
#
gmm-est --mix-up=2720 --power=0.25 --write-occs=exp/tri1/4.occs exp/tri1/3.mdl 'gmm-sum-accs - exp/tri1/3.*.acc |' exp/tri1/4.mdl 
gmm-sum-accs - exp/tri1/3.1.acc 
LOG (gmm-sum-accs[5.5.0~1494-e5a5]:main():gmm-sum-accs.cc:63) Summed 1 stats, total count 51475, avg like/frame -72.6879
LOG (gmm-sum-accs[5.5.0~1494-e5a5]:main():gmm-sum-accs.cc:66) Total count of stats is 51475
LOG (gmm-sum-accs[5.5.0~1494-e5a5]:main():gmm-sum-accs.cc:67) Written stats to -
LOG (gmm-est[5.5.0~1494-e5a5]:MleUpdate():transition-model.cc:528) TransitionModel::Update, objf change is 0 per frame over 51475 frames. 
LOG (gmm-est[5.5.0~1494-e5a5]:MleUpdate():transition-model.cc:531) 9 probabilities floored, 139 out of 185 transition-states skipped due to insuffient data (it is normal to have some skipped.)
LOG (gmm-est[5.5.0~1494-e5a5]:main():gmm-est.cc:102) Transition model update: Overall 0 log-like improvement per frame over 51475 frames.
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.006485, occupation count 9.461483, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.006683, occupation count 9.750046, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.002508, occupation count 3.659530, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.003469, occupation count 5.060948, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.001762, occupation count 2.571136, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.006426, occupation count 9.375016, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.005916, occupation count 8.631763, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.004132, occupation count 6.028794, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.002187, occupation count 3.191554, vector size 39)
WARNING (gmm-est[5.5.0~1494-e5a5]:MleDiagGmmUpdate():mle-diag-gmm.cc:359) Too little data - removing Gaussian (weight 0.004197, occupation count 6.123650, vector size 39)
